,PULocationID,DOLocationID
20900,232,234
20901,107,107
20902,246,143
20903,229,137
20904,170,233
20905,162,170
20906,161,166
20907,68,90
20908,48,151
20909,151,244
20910,142,229
20911,249,162
20912,162,237
20913,43,238
20914,239,141
20915,79,224
20916,107,141
20917,142,238
20918,238,236
20919,163,141
20920,141,263
20921,237,229
20922,229,263
20923,249,249
20924,88,246
20925,246,48
20926,231,107
20927,107,141
20928,48,148
20929,148,79
20930,231,249
20931,249,75
20932,41,42
20933,229,148
20934,148,209
20935,114,249
20936,249,90
20937,90,48
20938,162,48
20939,107,100
20940,107,100
20941,100,246
20942,246,137
20943,170,107
20944,170,107
20945,229,244
20946,231,246
20947,246,113
20948,113,90
20949,234,141
20950,148,74
20951,41,238
20952,170,74
20953,233,137
20954,107,87
20955,87,45
20956,148,107
20957,137,233
20958,141,229
20959,164,148
20960,148,261
20961,261,261
20962,261,261
20963,246,239
20964,239,229
20965,163,229
20966,239,263
20967,152,166
20968,151,141
20969,125,236
20970,231,144
20971,144,161
20972,161,24
20973,186,107
20974,107,230
20975,163,246
20976,239,263
20977,237,48
20978,68,68
20979,262,263
20980,263,186
20981,186,249
20982,114,249
20983,161,142
20984,43,163
20985,50,246
20986,246,48
20987,48,68
20988,68,113
20989,262,137
20990,137,141
20991,141,238
20992,48,50
20993,45,113
20994,113,50
20995,48,166
20996,166,142
20997,246,231
20998,231,224
20999,4,107
21000,87,186
21001,48,142
21002,142,68
21003,50,246
21004,246,50
21005,143,239
21006,239,233
21007,238,107
21008,107,137
21009,137,107
21010,107,140
21011,166,244
21012,244,41
21013,48,170
21014,164,236
21015,142,140
21016,141,236
21017,243,244
21018,244,152
21019,239,48
21020,113,142
21021,42,42
21022,234,143
21023,50,68
21024,125,142
21025,246,238
21026,238,79
21027,79,48
21028,107,148
21029,148,170
21030,107,162
21031,162,113
21032,113,90
21033,79,79
21034,114,209
21035,239,237
21036,43,43
21037,239,246
21038,246,230
21039,48,231
21040,246,142
21041,48,238
21042,161,148
21043,148,142
21044,236,244
21045,244,42
21046,161,164
21047,186,88
21048,141,113
21049,142,262
21050,237,239
21051,142,239
21052,74,48
21053,48,107
21054,164,162
21055,170,48
21056,142,239
21057,239,186
21058,186,140
21059,237,229
21060,161,107
21061,238,114
21062,114,113
21063,141,236
21064,107,262
21065,262,263
21066,263,162
21067,107,125
21068,125,158
21069,158,231
21070,231,261
21071,88,13
21072,148,79
21073,100,48
21074,144,148
21075,148,237
21076,229,170
21077,48,232
21078,263,164
21079,164,137
21080,137,233
21081,233,79
21082,79,4
21083,79,249
21084,166,166
21085,166,42
21086,41,166
21087,107,79
21088,79,79
21089,79,87
21090,87,107
21091,107,113
21092,113,231
21093,236,170
21094,170,170
21095,170,163
21096,163,48
21097,231,158
21098,158,233
21099,224,74
21100,237,238
21101,239,43
21102,114,148
21103,144,137
21104,137,229
21105,161,142
21106,142,143
21107,48,142
21108,48,79
21109,239,239
21110,238,42
21111,42,42
21112,41,24
21113,161,186
21114,186,48
21115,233,231
21116,231,162
21117,162,48
21118,41,41
21119,41,41
21120,170,107
21121,148,186
21122,246,100
21123,246,100
21124,100,231
21125,231,141
21126,141,232
21127,237,141
21128,161,162
21129,170,75
21130,41,239
21131,43,42
21132,170,263
21133,162,42
21134,231,113
21135,113,137
21136,161,161
21137,231,148
21138,186,186
21139,161,142
21140,232,163
21141,163,233
21142,237,186
21143,186,143
21144,142,43
21145,113,90
21146,90,246
21147,246,238
21148,239,238
21149,79,158
21150,158,79
21151,79,141
21152,237,140
21153,79,263
21154,141,148
21155,148,113
21156,231,13
21157,13,50
21158,170,261
21159,261,164
21160,230,238
21161,234,74
21162,74,263
21163,263,148
21164,148,162
21165,87,186
21166,68,50
21167,48,79
21168,90,229
21169,229,170
21170,170,246
21171,50,239
21172,50,246
21173,68,125
21174,246,164
21175,137,162
21176,142,48
21177,48,143
21178,50,161
21179,161,234
21180,234,42
21181,90,263
21182,230,239
21183,263,263
21184,170,107
21185,140,233
21186,137,233
21187,234,137
21188,137,137
21189,170,186
21190,238,166
21191,151,48
21192,90,79
21193,79,164
21194,164,233
21195,170,79
21196,148,107
21197,74,74
21198,234,261
21199,231,246
21200,148,142
21201,163,113
21202,211,170
21203,151,238
21204,238,164
21205,229,186
21206,186,234
21207,234,170
21208,170,141
21209,232,45
21210,45,211
21211,211,211
21212,211,249
21213,48,50
21214,48,163
21215,48,143
21216,4,164
21217,164,48
21218,100,229
21219,43,142
21220,142,79
21221,79,79
21222,79,224
21223,162,68
21224,68,231
21225,231,107
21226,263,43
21227,229,238
21228,238,166
21229,170,100
21230,164,107
21231,107,170
21232,125,142
21233,237,161
21234,161,113
21235,234,151
21236,79,90
21237,90,233
21238,79,170
21239,170,249
21240,249,211
21241,211,79
21242,79,234
21243,239,239
21244,239,263
21245,236,239
21246,239,75
21247,229,107
21248,107,148
21249,234,79
21250,229,79
21251,246,164
21252,100,74
21253,114,231
21254,231,148
21255,233,164
21256,164,107
21257,151,48
21258,48,236
21259,162,161
21260,148,79
21261,79,249
21262,158,164
21263,239,238
21264,238,42
21265,42,161
21266,161,236
21267,45,79
21268,79,107
21269,234,263
21270,263,162
21271,162,50
21272,262,142
21273,143,148
21274,148,249
21275,161,87
21276,87,114
21277,114,137
21278,141,141
21279,48,137
21280,137,141
21281,263,141
21282,229,74
21283,74,238
21284,43,48
21285,68,90
21286,90,75
21287,164,79
21288,79,125
21289,236,239
21290,239,170
21291,79,263
21292,236,158
21293,158,79
21294,170,141
21295,263,238
21296,161,113
21297,113,100
21298,107,263
21299,148,224
21300,239,143
21301,236,238
21302,238,166
21303,166,48
21304,48,163
21305,163,170
21306,68,162
21307,140,262
21308,107,262
21309,48,243
21310,68,79
21311,4,234
21312,234,48
21313,162,162
21314,161,237
21315,161,236
21316,263,229
21317,74,140
21318,140,140
21319,170,229
21320,229,107
21321,107,48
21322,161,263
21323,237,237
21324,163,163
21325,261,4
21326,4,113
21327,113,246
21328,238,238
21329,113,114
21330,114,261
21331,261,50
21332,50,144
21333,231,107
21334,107,79
21335,79,137
21336,170,161
21337,232,158
21338,148,186
21339,100,229
21340,143,232
21341,148,50
21342,88,186
21343,186,246
21344,68,48
21345,48,234
21346,140,234
21347,234,41
21348,263,170
21349,170,233
21350,48,107
21351,107,79
21352,13,249
21353,249,144
21354,144,137
21355,170,236
21356,4,68
21357,158,79
21358,113,233
21359,249,141
21360,164,45
21361,237,229
21362,140,233
21363,79,13
21364,234,48
21365,48,151
21366,239,229
21367,164,229
21368,229,229
21369,229,263
21370,263,141
21371,68,170
21372,164,263
21373,141,237
21374,170,43
21375,163,233
21376,107,186
21377,161,137
21378,170,233
21379,75,42
21380,113,113
21381,113,79
21382,79,137
21383,137,158
21384,237,229
21385,229,141
21386,233,79
21387,79,233
21388,263,141
21389,141,229
21390,162,209
21391,79,79
21392,79,87
21393,87,170
21394,162,263
21395,68,114
21396,42,262
21397,164,231
21398,164,231
21399,231,163
21400,230,137
21401,41,42
21402,141,233
21403,249,148
21404,148,79
21405,125,13
21406,158,230
21407,161,170
21408,229,237
21409,237,262
21410,229,87
21411,87,148
21412,148,164
21413,74,152
21414,166,166
21415,24,50
21416,50,148
21417,68,100
21418,100,141
21419,148,231
21420,231,114
21421,229,88
21422,88,107
21423,137,68
21424,224,249
21425,249,107
21426,107,113
21427,113,79
21428,79,236
21429,48,41
21430,48,151
21431,90,246
21432,246,163
21433,163,224
21434,144,41
21435,151,141
21436,249,164
21437,164,229
21438,229,141
21439,141,262
21440,74,243
21441,263,162
21442,161,79
21443,79,90
21444,90,229
21445,144,107
21446,79,141
21447,161,262
21448,262,90
21449,90,236
21450,107,262
21451,263,170
21452,48,42
21453,41,158
21454,231,232
21455,4,262
21456,68,148
21457,148,262
21458,186,186
21459,186,79
21460,161,141
21461,161,90
21462,90,232
21463,161,68
21464,246,68
21465,237,262
21466,237,229
21467,230,142
21468,107,170
21469,170,90
21470,90,75
21471,237,43
21472,163,75
21473,237,238
21474,158,48
21475,43,161
21476,161,137
21477,107,162
21478,161,24
21479,246,249
21480,249,79
21481,79,170
21482,170,238
21483,107,79
21484,79,75
21485,170,79
21486,48,141
21487,141,137
21488,107,79
21489,48,113
21490,114,90
21491,41,41
21492,41,41
21493,43,142
21494,142,163
21495,163,170
21496,164,68
21497,246,127
21498,88,141
21499,141,229
21500,238,41
21501,41,166
21502,151,238
21503,239,79
21504,107,142
21505,163,170
21506,162,263
21507,79,161
21508,163,164
21509,79,141
21510,236,236
21511,236,262
21512,262,140
21513,237,229
21514,229,233
21515,68,164
21516,164,186
21517,186,137
21518,211,79
21519,79,90
21520,90,164
21521,164,162
21522,141,263
21523,148,229
21524,114,79
21525,79,233
21526,233,148
21527,148,79
21528,48,48
21529,48,143
21530,142,237
21531,164,162
21532,162,263
21533,170,116
21534,148,79
21535,79,148
21536,68,137
21537,164,141
21538,229,41
21539,42,116
21540,152,41
21541,41,74
21542,238,238
21543,164,148
21544,148,141
21545,148,229
21546,88,107
21547,164,224
21548,161,87
21549,231,50
21550,48,75
21551,263,234
21552,42,166
21553,166,90
21554,90,68
21555,234,79
21556,79,170
21557,232,79
21558,79,144
21559,114,79
21560,79,140
21561,141,68
21562,163,143
21563,107,107
21564,107,137
21565,137,158
21566,158,234
21567,234,186
21568,186,107
21569,42,42
21570,41,48
21571,48,74
21572,48,249
21573,249,79
21574,79,170
21575,239,151
21576,142,236
21577,233,233
21578,162,263
21579,263,90
21580,90,79
21581,263,140
21582,263,236
21583,237,170
21584,164,263
21585,237,141
21586,237,229
21587,229,79
21588,43,186
21589,186,100
21590,100,246
21591,170,233
21592,107,140
21593,13,239
21594,137,87
21595,148,79
21596,79,137
21597,137,148
21598,164,186
21599,186,87
21600,87,4
21601,141,107
21602,107,148
21603,148,170
21604,107,151
21605,148,232
21606,232,79
21607,79,107
21608,107,50
21609,163,237
21610,48,50
21611,50,107
21612,232,262
21613,263,79
21614,79,234
21615,239,148
21616,148,162
21617,170,233
21618,237,263
21619,137,148
21620,148,137
21621,137,116
21622,141,263
21623,141,107
21624,107,186
21625,186,79
21626,79,148
21627,48,236
21628,237,263
21629,263,236
21630,163,162
21631,90,164
21632,164,79
21633,79,233
21634,234,144
21635,144,232
21636,148,162
21637,107,116
21638,163,127
21639,209,148
21640,41,42
21641,244,4
21642,234,162
21643,162,141
21644,141,107
21645,232,79
21646,79,148
21647,148,211
21648,211,79
21649,140,263
21650,262,170
21651,229,45
21652,152,236
21653,236,87
21654,209,144
21655,151,238
21656,107,261
21657,261,107
21658,107,232
21659,152,238
21660,142,100
21661,43,141
21662,263,246
21663,246,233
21664,239,229
21665,162,50
21666,163,114
21667,114,100
21668,230,170
21669,262,238
21670,239,263
21671,263,236
21672,170,162
21673,209,50
21674,237,233
21675,158,148
21676,148,231
21677,231,246
21678,246,246
21679,263,137
21680,234,211
21681,211,144
21682,161,186
21683,186,170
21684,234,79
21685,48,162
21686,162,162
21687,48,68
21688,68,164
21689,164,229
21690,239,79
21691,79,79
21692,79,137
21693,137,262
21694,263,75
21695,141,158
21696,90,170
21697,137,229
21698,229,74
21699,236,236
21700,79,233
21701,170,164
21702,244,116
21703,237,143
21704,143,50
21705,143,141
21706,263,239
21707,236,239
21708,48,68
21709,68,137
21710,224,100
21711,68,249
21712,249,50
21713,41,238
21714,143,13
21715,13,68
21716,68,137
21717,68,170
21718,170,79
21719,79,246
21720,161,237
21721,237,68
21722,231,249
21723,158,243
21724,50,170
21725,170,170
21726,239,151
21727,151,141
21728,234,79
21729,79,233
21730,107,137
21731,137,186
21732,148,232
21733,232,107
21734,236,141
21735,161,232
21736,234,236
21737,79,161
21738,161,249
21739,249,50
21740,68,137
21741,164,79
21742,79,140
21743,238,238
21744,238,74
21745,263,229
21746,233,236
21747,229,249
21748,249,170
21749,170,229
21750,4,243
21751,141,107
21752,107,229
21753,229,79
21754,142,137
21755,137,234
21756,234,186
21757,263,141
21758,162,234
21759,79,79
21760,79,107
21761,170,90
21762,232,107
21763,107,249
21764,249,144
21765,144,141
21766,237,234
21767,234,88
21768,151,113
21769,87,170
21770,42,127
21771,263,239
21772,238,143
21773,143,75
21774,75,75
21775,237,236
21776,43,141
21777,164,107
21778,107,158
21779,158,231
21780,231,107
21781,107,233
21782,236,262
21783,262,113
21784,113,107
21785,50,186
21786,186,237
21787,163,164
21788,48,234
21789,162,87
21790,87,237
21791,246,246
21792,246,161
21793,161,144
21794,144,164
21795,246,234
21796,90,148
21797,148,233
21798,48,137
21799,229,137
21800,164,261
21801,148,79
21802,79,229
21803,229,141
21804,170,224
21805,161,42
21806,237,237
21807,237,263
21808,262,143
21809,239,75
21810,161,233
21811,164,143
21812,236,239
21813,239,143
21814,142,186
21815,186,249
21816,158,233
21817,233,262
21818,262,236
21819,236,151
21820,263,141
21821,48,262
21822,186,262
21823,163,229
21824,229,232
21825,232,142
21826,162,164
21827,164,90
21828,249,68
21829,68,162
21830,137,224
21831,239,262
21832,238,166
21833,148,87
21834,144,79
21835,79,232
21836,68,68
21837,90,211
21838,211,79
21839,79,148
21840,100,148
21841,148,233
21842,231,75
21843,236,236
21844,144,87
21845,87,141
21846,141,233
21847,229,79
21848,79,233
21849,234,141
21850,141,262
21851,161,140
21852,229,233
21853,246,246
21854,246,41
21855,237,229
21856,161,142
21857,239,42
21858,75,41
21859,137,224
21860,107,148
21861,148,233
21862,209,13
21863,231,137
21864,161,263
21865,161,148
21866,238,75
21867,107,234
21868,90,68
21869,246,48
21870,163,48
21871,148,4
21872,141,90
21873,90,41
21874,162,161
21875,161,68
21876,246,48
21877,48,229
21878,249,243
21879,79,148
21880,148,148
21881,229,162
21882,162,79
21883,114,233
21884,170,234
21885,237,263
21886,263,50
21887,50,239
21888,239,140
21889,161,90
21890,90,143
21891,261,152
21892,48,143
21893,143,151
21894,238,137
21895,107,87
21896,246,246
21897,231,148
21898,148,140
21899,237,141
21900,141,229
21901,162,141
21902,234,211
21903,211,170
21904,164,229
21905,142,143
21906,143,170
21907,170,137
21908,163,263
21909,163,162
21910,162,170
21911,170,142
21912,236,239
21913,143,143
21914,143,262
21915,170,161
21916,164,42
21917,234,79
21918,79,234
21919,234,209
21920,237,170
21921,170,87
21922,87,170
21923,79,90
21924,90,163
21925,229,68
21926,246,143
21927,143,263
21928,24,236
21929,237,148
21930,107,158
21931,158,114
21932,114,151
21933,79,107
21934,107,142
21935,50,164
21936,164,170
21937,142,233
21938,140,238
21939,141,263
21940,236,263
21941,236,170
21942,170,13
21943,232,48
21944,48,48
21945,48,186
21946,148,161
21947,137,141
21948,143,238
21949,239,24
21950,238,166
21951,238,142
21952,246,48
21953,48,246
21954,246,13
21955,13,249
21956,116,116
21957,41,166
21958,231,13
21959,163,13
21960,231,234
21961,162,164
21962,164,170
21963,170,114
21964,232,233
21965,79,233
21966,48,142
21967,142,107
21968,107,237
21969,237,137
21970,164,233
21971,230,143
21972,68,249
21973,249,79
21974,79,164
21975,148,4
21976,4,142
21977,142,141
21978,79,236
21979,68,113
21980,113,68
21981,68,158
21982,158,170
21983,170,224
21984,79,162
21985,170,143
21986,68,249
21987,249,229
21988,164,48
21989,237,141
21990,161,224
21991,224,90
21992,148,127
21993,68,233
21994,233,229
21995,229,263
21996,141,224
21997,48,263
21998,263,262
21999,262,238
22000,238,151
22001,107,209
22002,209,231
22003,231,13
22004,13,246
22005,233,244
22006,244,127
22007,24,186
22008,164,249
22009,107,233
22010,229,140
22011,237,42
22012,249,100
22013,48,161
22014,24,144
22015,148,90
22016,90,50
22017,249,170
22018,170,161
22019,234,261
22020,261,79
22021,79,79
22022,79,107
22023,107,237
22024,234,148
22025,161,230
22026,148,231
22027,231,13
22028,13,231
22029,231,148
22030,148,137
22031,164,107
22032,137,262
22033,148,233
22034,164,234
22035,163,107
22036,234,239
22037,48,246
22038,142,90
22039,90,74
22040,229,48
22041,48,68
22042,125,246
22043,237,163
22044,141,233
22045,43,162
22046,237,163
22047,163,141
22048,107,231
22049,231,88
22050,87,116
22051,68,113
22052,113,211
22053,211,170
22054,170,170
22055,233,87
22056,237,162
22057,161,262
22058,263,90
22059,263,262
22060,163,170
22061,164,107
22062,79,230
22063,163,237
22064,231,233
22065,233,79
22066,186,231
22067,231,137
22068,170,233
22069,148,48
22070,48,246
22071,246,100
22072,100,170
22073,162,164
22074,107,234
22075,234,140
22076,229,13
22077,148,113
22078,113,137
22079,246,249
22080,113,209
22081,209,141
22082,237,229
22083,239,143
22084,50,48
22085,237,107
22086,238,140
22087,238,143
22088,142,143
22089,48,162
22090,107,229
22091,170,170
22092,170,151
22093,142,48
22094,87,87
22095,88,50
22096,100,43
22097,79,48
22098,48,79
22099,148,229
22100,233,144
22101,144,148
22102,148,79
22103,238,41
22104,236,43
22105,161,48
22106,90,114
22107,114,229
22108,107,141
22109,239,141
22110,141,186
22111,186,68
22112,246,244
22113,239,143
22114,50,263
22115,141,263
22116,236,229
22117,229,163
22118,90,79
22119,79,143
22120,143,140
22121,137,232
22122,232,68
22123,48,249
22124,48,166
22125,48,164
22126,143,164
22127,164,107
22128,141,263
22129,107,163
22130,230,233
22131,141,229
22132,229,224
22133,107,234
22134,234,50
22135,164,186
22136,113,209
22137,209,263
22138,107,236
22139,141,262
22140,140,229
22141,229,140
22142,141,263
22143,161,170
22144,170,158
22145,249,114
22146,79,141
22147,42,75
22148,263,263
22149,237,162
22150,233,79
22151,79,90
22152,90,48
22153,164,140
22154,249,211
22155,114,234
22156,48,238
22157,239,68
22158,68,48
22159,144,166
22160,246,186
22161,186,211
22162,144,144
22163,144,161
22164,211,144
22165,144,211
22166,68,48
22167,237,237
22168,141,143
22169,163,152
22170,142,143
22171,170,233
22172,233,140
22173,162,48
22174,229,249
22175,249,262
22176,209,158
22177,158,209
22178,209,148
22179,170,88
22180,87,229
22181,114,107
22182,79,79
22183,79,141
22184,170,231
22185,236,158
22186,158,164
22187,164,107
22188,79,114
22189,114,137
22190,137,141
22191,141,170
22192,234,143
22193,43,163
22194,163,263
22195,237,113
22196,90,107
22197,100,230
22198,48,236
22199,43,43
22200,161,87
22201,234,164
22202,164,234
22203,234,232
22204,232,233
22205,127,244
22206,43,143
22207,142,261
22208,88,224
22209,141,75
22210,75,263
22211,263,116
22212,116,151
22213,161,43
22214,43,50
22215,50,246
22216,246,232
22217,211,233
22218,170,230
22219,48,239
22220,239,107
22221,79,141
22222,140,148
22223,164,116
22224,48,151
22225,239,263
22226,164,148
22227,148,107
22228,4,262
22229,229,48
22230,48,263
22231,107,79
22232,79,229
22233,141,233
22234,229,140
22235,262,263
22236,246,79
22237,230,170
22238,170,162
22239,162,162
22240,164,137
22241,48,236
22242,237,246
22243,148,238
22244,186,79
22245,79,246
22246,246,231
22247,236,239
22248,237,75
22249,43,75
22250,263,152
22251,4,45
22252,45,170
22253,164,79
22254,43,88
22255,142,68
22256,68,234
22257,68,234
22258,234,140
22259,140,234
22260,170,234
22261,170,50
22262,163,186
22263,161,211
22264,211,249
22265,107,79
22266,232,170
22267,237,141
22268,229,233
22269,170,236
22270,236,42
22271,142,263
22272,164,233
22273,233,75
22274,236,229
22275,170,229
22276,68,48
22277,48,237
22278,237,42
22279,137,141
22280,162,164
22281,164,263
22282,249,137
22283,170,140
22284,161,162
22285,161,42
22286,170,79
22287,79,90
22288,90,113
22289,148,170
22290,50,239
22291,239,151
22292,238,158
22293,75,239
22294,239,170
22295,113,231
22296,231,79
22297,79,114
22298,114,234
22299,4,143
22300,144,162
22301,162,141
22302,170,87
22303,231,158
22304,249,239
22305,48,48
22306,48,114
22307,50,50
22308,50,233
22309,233,143
22310,68,113
22311,114,244
22312,161,74
22313,74,75
22314,75,262
22315,48,42
22316,238,143
22317,50,79
22318,48,229
22319,148,100
22320,100,233
22321,137,233
22322,142,170
22323,148,164
22324,164,234
22325,148,148
22326,148,141
22327,162,237
22328,263,161
22329,161,163
22330,48,48
22331,162,143
22332,137,79
22333,79,137
22334,43,233
22335,233,141
22336,237,262
22337,163,164
22338,170,74
22339,231,107
22340,107,79
22341,143,239
22342,239,151
22343,151,239
22344,48,249
22345,249,107
22346,107,170
22347,234,233
22348,233,48
22349,48,246
22350,164,164
22351,161,170
22352,42,74
22353,142,43
22354,161,75
22355,75,137
22356,170,158
22357,163,209
22358,209,239
22359,234,107
22360,107,158
22361,158,90
22362,90,68
22363,246,48
22364,48,239
22365,148,79
22366,162,87
22367,249,79
22368,79,164
22369,164,88
22370,161,140
22371,164,234
22372,234,249
22373,237,162
22374,170,140
22375,43,164
22376,162,48
22377,48,48
22378,48,246
22379,246,186
22380,68,230
22381,186,24
22382,229,161
22383,230,263
22384,263,48
22385,43,239
22386,142,140
22387,142,186
22388,90,50
22389,50,166
22390,166,151
22391,142,74
22392,74,74
22393,164,68
22394,68,246
22395,246,144
22396,144,79
22397,79,74
22398,79,79
22399,79,107
22400,79,249
22401,249,231
22402,231,148
22403,148,68
22404,87,4
22405,4,144
22406,144,87
22407,231,107
22408,48,68
22409,68,246
22410,50,236
22411,161,229
22412,229,141
22413,161,170
22414,164,45
22415,236,239
22416,238,262
22417,263,238
22418,243,43
22419,43,142
22420,50,244
22421,164,137
22422,170,151
22423,151,238
22424,246,246
22425,232,90
22426,90,249
22427,249,114
22428,114,148
22429,148,233
22430,79,88
22431,79,234
22432,234,79
22433,249,229
22434,249,141
22435,161,229
22436,231,263
22437,170,87
22438,161,24
22439,151,229
22440,107,209
22441,209,144
22442,144,113
22443,113,229
22444,244,244
22445,243,116
22446,116,48
22447,48,162
22448,50,158
22449,158,114
22450,114,164
22451,170,137
22452,163,233
22453,170,170
22454,234,236
22455,263,90
22456,151,249
22457,249,48
22458,142,239
22459,239,239
22460,43,162
22461,170,166
22462,151,75
22463,229,239
22464,239,166
22465,24,42
22466,164,158
22467,158,261
22468,231,262
22469,24,143
22470,143,163
22471,163,13
22472,162,41
22473,238,163
22474,163,236
22475,263,141
22476,263,141
22477,161,239
22478,249,50
22479,143,224
22480,224,170
22481,234,114
22482,114,170
22483,164,125
22484,125,186
22485,158,233
22486,170,170
22487,164,50
22488,144,113
22489,113,211
22490,211,87
22491,87,246
22492,50,50
22493,48,239
22494,48,48
22495,163,161
22496,237,263
22497,263,239
22498,234,164
22499,100,79
22500,107,166
22501,141,263
22502,237,233
22503,246,158
22504,231,249
22505,231,249
22506,233,170
22507,170,48
22508,263,209
22509,87,42
22510,87,163
22511,163,163
22512,107,142
22513,158,238
22514,238,142
22515,164,113
22516,113,137
22517,137,141
22518,163,233
22519,148,234
22520,234,263
22521,148,113
22522,113,233
22523,170,170
22524,161,237
22525,163,263
22526,229,137
22527,137,50
22528,48,141
22529,141,263
22530,263,238
22531,239,151
22532,41,152
22533,166,24
22534,140,262
22535,237,141
22536,79,107
22537,234,79
22538,13,74
22539,74,170
22540,231,148
22541,148,107
22542,107,233
22543,170,170
22544,237,114
22545,114,231
22546,170,231
22547,231,87
22548,87,246
22549,246,261
22550,50,48
22551,48,140
22552,262,151
22553,50,238
22554,100,230
22555,237,238
22556,141,48
22557,48,211
22558,164,68
22559,68,161
22560,163,238
22561,148,140
22562,140,75
22563,236,236
22564,263,263
22565,237,42
22566,170,137
22567,186,158
22568,158,79
22569,237,48
22570,50,238
22571,263,68
22572,186,158
22573,158,79
22574,231,107
22575,236,263
22576,237,236
22577,237,263
22578,236,142
22579,142,229
22580,141,238
22581,74,74
22582,237,75
22583,237,170
22584,162,239
22585,142,229
22586,141,141
22587,237,4
22588,263,262
22589,162,48
22590,50,114
22591,237,262
22592,263,87
22593,261,79
22594,79,170
22595,137,161
22596,186,249
22597,249,107
22598,107,164
22599,164,233
22600,249,4
22601,79,148
22602,161,75
22603,75,140
22604,161,151
22605,163,142
22606,142,141
22607,137,142
22608,142,141
22609,50,163
22610,163,74
22611,74,262
22612,262,224
22613,224,166
22614,239,236
22615,162,236
22616,230,237
22617,186,234
22618,234,79
22619,79,236
22620,238,143
22621,143,48
22622,163,229
22623,88,88
22624,88,88
22625,88,88
22626,161,79
22627,79,87
22628,87,209
22629,262,262
22630,262,237
22631,161,68
22632,148,137
22633,162,164
22634,186,186
22635,186,262
22636,170,50
22637,50,50
22638,50,186
22639,141,79
22640,237,75
22641,237,262
22642,231,246
22643,246,107
22644,107,237
22645,107,90
22646,48,48
22647,48,48
22648,170,237
22649,163,164
22650,164,79
22651,170,238
22652,142,48
22653,48,143
22654,161,233
22655,233,107
22656,107,162
22657,170,170
22658,233,137
22659,236,140
22660,140,263
22661,75,263
22662,263,263
22663,263,141
22664,141,164
22665,161,170
22666,170,90
22667,161,13
22668,143,48
22669,48,68
22670,68,48
22671,48,158
22672,142,238
22673,142,79
22674,233,263
22675,263,141
22676,140,48
22677,48,170
22678,68,87
22679,144,249
22680,237,141
22681,141,263
22682,237,4
22683,4,249
22684,238,249
22685,249,87
22686,209,114
22687,229,162
22688,229,74
22689,75,148
22690,148,142
22691,148,137
22692,137,107
22693,161,161
22694,164,164
22695,164,107
22696,107,234
22697,234,79
22698,79,88
22699,144,114
22700,261,249
22701,161,238
22702,142,243
22703,263,13
22704,13,143
22705,79,48
22706,48,143
22707,239,107
22708,50,141
22709,170,48
22710,50,50
22711,50,239
22712,239,263
22713,246,166
22714,142,239
22715,239,239
22716,239,170
22717,164,50
22718,233,229
22719,148,230
22720,79,262
22721,262,233
22722,233,141
22723,237,162
22724,170,148
22725,229,239
22726,142,42
22727,151,162
22728,229,140
22729,229,24
22730,107,79
22731,79,137
22732,107,164
22733,164,79
22734,79,144
22735,144,144
22736,170,263
22737,162,229
22738,68,50
22739,50,170
22740,170,237
22741,127,243
22742,236,263
22743,79,170
22744,233,137
22745,107,141
22746,141,100
22747,100,142
22748,24,87
22749,41,74
22750,164,164
22751,164,164
22752,48,79
22753,232,234
22754,234,100
22755,231,229
22756,164,107
22757,68,239
22758,162,186
22759,142,238
22760,238,151
22761,140,239
22762,239,229
22763,45,211
22764,161,164
22765,170,263
22766,232,107
22767,231,144
22768,144,107
22769,13,161
22770,161,107
22771,79,90
22772,90,234
22773,234,234
22774,113,170
22775,170,263
22776,263,137
22777,170,164
22778,164,137
22779,137,263
22780,236,263
22781,237,79
22782,79,137
22783,239,239
22784,239,116
22785,50,261
22786,224,137
22787,229,163
22788,161,141
22789,141,68
22790,68,163
22791,229,224
22792,234,48
22793,48,151
22794,237,234
22795,234,79
22796,79,79
22797,79,142
22798,140,236
22799,237,75
22800,263,161
22801,163,143
22802,142,113
22803,113,144
22804,142,143
22805,143,107
22806,107,114
22807,114,263
22808,50,137
22809,137,229
22810,186,41
22811,234,125
22812,125,79
22813,79,237
22814,141,263
22815,45,164
22816,186,236
22817,141,162
22818,234,114
22819,114,164
22820,107,246
22821,142,42
22822,142,143
22823,50,249
22824,164,140
22825,229,232
22826,113,158
22827,263,142
22828,142,263
22829,263,233
22830,238,116
22831,151,87
22832,232,224
22833,4,148
22834,148,238
22835,161,262
22836,263,142
22837,50,249
22838,166,239
22839,142,24
22840,24,79
22841,114,238
22842,75,151
22843,151,236
22844,234,144
22845,144,233
22846,107,142
22847,48,230
22848,48,68
22849,68,143
22850,263,262
22851,263,236
22852,162,233
22853,249,13
22854,45,79
22855,87,148
22856,148,79
22857,4,79
22858,79,170
22859,107,68
22860,211,246
22861,186,68
22862,68,90
22863,229,162
22864,144,162
22865,144,79
22866,79,261
22867,148,170
22868,170,233
22869,162,75
22870,232,261
22871,261,144
22872,144,148
22873,163,229
22874,229,263
22875,141,113
22876,232,48
22877,163,229
22878,231,148
22879,170,87
22880,238,41
22881,41,74
22882,163,143
22883,143,239
22884,164,161
22885,161,141
22886,140,75
22887,236,238
22888,141,236
22889,162,79
22890,234,237
22891,237,100
22892,100,45
22893,232,42
22894,234,170
22895,4,238
22896,239,166
22897,231,100
