,PULocationID,DOLocationID
1270,239,142
1271,239,163
1272,161,234
1273,144,209
1274,209,114
1275,114,48
1276,237,141
1277,140,263
1278,263,263
1279,262,262
1280,125,234
1281,234,164
1282,164,239
1283,262,79
1284,170,13
1285,163,142
1286,142,48
1287,90,232
1288,164,224
1289,107,166
1290,246,261
1291,211,13
1292,158,237
1293,231,233
1294,79,79
1295,45,125
1296,239,237
1297,43,262
1298,262,140
1299,237,163
1300,163,87
1301,48,186
1302,113,263
1303,162,141
1304,141,263
1305,140,166
1306,151,263
1307,229,236
1308,236,43
1309,142,141
1310,162,211
1311,50,50
1312,164,229
1313,231,90
1314,142,236
1315,43,263
1316,263,239
1317,239,238
1318,238,151
1319,263,237
1320,43,262
1321,263,140
1322,163,161
1323,170,79
1324,79,162
1325,144,161
1326,237,42
1327,249,224
1328,4,246
1329,239,238
1330,239,75
1331,142,43
1332,43,236
1333,263,140
1334,234,68
1335,246,116
1336,4,148
1337,79,4
1338,79,43
1339,43,238
1340,114,79
1341,79,239
1342,236,107
1343,107,148
1344,234,161
1345,161,113
1346,161,88
1347,13,87
1348,239,236
1349,141,79
1350,79,90
1351,246,137
1352,239,237
1353,237,236
1354,163,141
1355,141,229
1356,229,234
1357,107,211
1358,113,262
1359,237,263
1360,236,263
1361,141,141
1362,249,90
1363,90,246
1364,90,186
1365,233,107
1366,249,68
1367,68,262
1368,43,68
1369,186,42
1370,262,238
1371,239,113
1372,107,151
1373,68,90
1374,186,263
1375,237,144
1376,79,233
1377,170,209
1378,148,107
1379,234,125
1380,107,262
1381,141,229
1382,162,161
1383,161,261
1384,158,148
1385,148,170
1386,170,246
1387,114,4
1388,79,246
1389,249,144
1390,144,233
1391,229,170
1392,239,233
1393,231,13
1394,87,113
1395,114,170
1396,114,68
1397,68,79
1398,43,238
1399,142,237
1400,43,143
1401,68,238
1402,239,48
1403,48,234
1404,79,107
1405,170,42
1406,137,234
1407,249,79
1408,229,137
1409,79,90
1410,90,79
1411,151,79
1412,238,262
1413,263,229
1414,229,236
1415,236,24
1416,151,127
1417,166,50
1418,143,151
1419,151,238
1420,238,163
1421,237,236
1422,237,236
1423,234,137
1424,107,137
1425,107,107
1426,43,234
1427,234,4
1428,114,140
1429,263,166
1430,166,236
1431,68,148
1432,170,229
1433,142,143
1434,142,239
1435,239,142
1436,142,140
1437,141,263
1438,263,74
1439,263,141
1440,237,170
1441,166,43
1442,239,143
1443,143,239
1444,113,114
1445,68,79
1446,234,107
1447,161,244
1448,114,79
1449,161,68
1450,90,249
1451,249,246
1452,166,151
1453,151,152
1454,107,43
1455,238,151
1456,229,170
1457,170,229
1458,229,162
1459,170,233
1460,79,90
1461,234,43
1462,231,141
1463,229,79
1464,113,224
1465,43,107
1466,79,234
1467,161,162
1468,229,263
1469,142,113
1470,87,13
1471,13,229
1472,161,233
1473,107,158
1474,158,90
1475,234,224
1476,161,233
1477,233,137
1478,137,170
1479,231,144
1480,239,24
1481,24,75
1482,263,141
1483,236,143
1484,140,140
1485,229,137
1486,239,152
1487,152,41
1488,42,244
1489,142,141
1490,237,263
1491,50,161
1492,239,142
1493,43,238
1494,238,236
1495,236,263
1496,141,239
1497,239,233
1498,90,161
1499,161,161
1500,162,50
1501,48,262
1502,144,170
1503,161,43
1504,237,151
1505,151,116
1506,148,209
1507,79,164
1508,170,75
1509,158,231
1510,113,141
1511,141,231
1512,107,236
1513,79,79
1514,137,186
1515,234,90
1516,90,48
1517,239,151
1518,239,262
1519,186,186
1520,246,68
1521,68,239
1522,239,142
1523,45,249
1524,249,164
1525,237,263
1526,236,143
1527,142,142
1528,142,166
1529,262,238
1530,107,224
1531,229,238
1532,238,239
1533,239,239
1534,239,142
1535,142,68
1536,148,107
1537,74,211
1538,211,68
1539,107,4
1540,4,232
1541,148,164
1542,234,107
1543,87,164
1544,263,13
1545,13,13
1546,13,41
1547,114,231
1548,211,262
1549,229,263
1550,237,237
1551,43,162
1552,170,148
1553,140,224
1554,87,148
1555,79,79
1556,79,148
1557,148,90
1558,163,151
1559,151,244
1560,75,263
1561,162,4
1562,4,224
1563,237,48
1564,142,88
1565,12,261
1566,249,246
1567,229,87
1568,87,263
1569,170,239
1570,148,107
1571,163,263
1572,236,74
1573,141,229
1574,229,141
1575,140,263
1576,263,262
1577,262,237
1578,141,263
1579,263,237
1580,43,170
1581,45,79
1582,79,231
1583,231,90
1584,234,144
1585,144,79
1586,107,237
1587,236,170
1588,79,137
1589,263,263
1590,263,262
1591,262,48
1592,48,186
1593,236,143
1594,143,68
1595,90,79
1596,113,211
1597,249,141
1598,68,239
1599,231,141
1600,229,142
1601,107,249
1602,249,114
1603,114,211
1604,211,158
1605,158,48
1606,43,162
1607,161,229
1608,161,262
1609,263,41
1610,79,140
1611,140,140
1612,238,263
1613,142,151
1614,107,43
1615,239,142
1616,142,13
1617,262,140
1618,140,229
1619,162,163
1620,163,170
1621,232,90
1622,43,246
1623,246,229
1624,234,79
1625,79,158
1626,249,236
1627,239,158
1628,249,246
1629,79,186
1630,249,50
1631,50,186
1632,231,262
1633,237,239
1634,239,262
1635,263,238
1636,249,90
1637,41,151
1638,234,114
1639,114,79
1640,79,148
1641,148,224
1642,239,79
1643,79,114
1644,114,170
1645,79,170
1646,233,236
1647,263,74
1648,74,75
1649,186,238
1650,148,162
1651,113,261
1652,13,48
1653,48,262
1654,161,140
1655,162,68
1656,79,249
1657,237,116
1658,237,140
1659,263,140
1660,140,140
1661,141,140
1662,170,144
1663,144,141
1664,114,229
1665,229,263
1666,90,87
1667,158,170
1668,164,237
1669,237,41
1670,43,236
1671,90,249
1672,249,231
1673,68,249
1674,249,233
1675,142,41
1676,75,236
1677,48,90
1678,90,48
1679,164,234
1680,164,170
1681,113,48
1682,144,158
1683,158,50
1684,239,142
1685,143,161
1686,161,162
1687,162,107
1688,143,246
1689,48,13
1690,43,229
1691,229,79
1692,107,75
1693,79,236
1694,164,116
1695,234,79
1696,79,141
1697,113,232
1698,232,249
1699,158,249
1700,158,45
1701,234,90
1702,125,142
1703,236,238
1704,238,141
1705,162,140
1706,142,238
1707,238,48
1708,68,170
1709,236,75
1710,246,237
1711,246,48
1712,48,238
1713,141,140
1714,141,229
1715,140,141
1716,263,151
1717,151,142
1718,239,48
1719,142,238
1720,238,153
1721,229,43
1722,43,262
1723,151,239
1724,239,238
1725,238,79
1726,142,143
1727,43,236
1728,43,68
1729,163,142
1730,50,261
1731,234,142
1732,158,234
1733,231,87
1734,249,90
1735,68,48
1736,246,4
1737,79,79
1738,79,79
1739,79,263
1740,100,107
1741,68,246
1742,186,263
1743,263,233
1744,229,143
1745,229,170
1746,234,90
1747,237,262
1748,249,246
1749,246,249
1750,68,239
1751,239,161
1752,43,239
1753,239,161
1754,161,263
1755,263,107
1756,43,263
1757,236,238
1758,239,263
1759,114,263
1760,263,262
1761,141,263
1762,263,263
1763,263,43
1764,237,162
1765,137,229
1766,170,107
1767,113,161
1768,246,68
1769,164,114
1770,144,75
1771,170,162
1772,137,107
1773,137,137
1774,137,229
1775,158,140
1776,140,263
1777,263,262
1778,79,170
1779,237,141
1780,236,142
1781,142,140
1782,142,166
1783,24,151
1784,238,238
1785,239,107
1786,229,50
1787,249,79
1788,79,90
1789,233,233
1790,229,141
1791,107,68
1792,237,151
1793,142,233
1794,166,90
1795,43,75
1796,75,239
1797,239,48
1798,244,152
1799,24,42
1800,42,41
1801,162,163
1802,163,50
1803,229,142
1804,142,238
1805,238,249
1806,162,229
1807,229,140
1808,140,68
1809,142,116
1810,166,238
1811,238,244
1812,161,13
1813,13,231
1814,209,161
1815,68,68
1816,249,90
1817,263,263
1818,237,229
1819,48,113
1820,249,249
1821,249,141
1822,236,141
1823,237,211
1824,90,186
1825,234,142
1826,237,239
1827,239,24
1828,24,116
1829,166,116
1830,43,24
1831,238,162
1832,148,68
1833,79,164
1834,249,262
1835,79,209
1836,87,50
1837,50,243
1838,237,243
1839,164,113
1840,158,114
1841,114,239
1842,141,262
1843,262,140
1844,140,141
1845,236,143
1846,143,143
1847,143,239
1848,239,151
1849,166,238
1850,238,151
1851,238,48
1852,48,48
1853,48,48
1854,239,161
1855,50,236
1856,236,238
1857,238,140
1858,263,262
1859,236,262
1860,236,238
1861,238,186
1862,234,186
1863,141,141
1864,141,90
1865,237,236
1866,263,224
1867,107,74
1868,144,211
1869,211,75
1870,162,236
1871,236,236
1872,114,114
1873,114,113
1874,114,113
1875,107,142
1876,114,50
1877,50,244
1878,161,162
1879,263,236
1880,236,236
1881,263,263
1882,68,234
1883,234,137
1884,68,246
1885,246,262
1886,262,141
1887,141,224
1888,237,236
1889,237,236
1890,75,75
1891,137,166
1892,166,42
1893,141,262
1894,262,48
1895,231,161
1896,161,13
1897,231,231
1898,186,79
1899,79,107
1900,107,141
1901,239,143
1902,48,48
1903,143,68
1904,114,140
1905,142,151
1906,142,48
1907,263,90
1908,234,170
1909,234,161
1910,161,263
1911,237,141
1912,141,234
1913,90,113
1914,144,142
1915,142,50
1916,246,163
1917,41,75
1918,41,42
1919,249,170
1920,152,239
1921,239,142
1922,68,50
1923,50,90
1924,234,88
1925,68,262
1926,141,75
1927,263,229
1928,233,107
1929,79,125
1930,125,238
1931,43,238
1932,238,151
1933,151,238
1934,43,48
1935,48,48
1936,163,140
1937,140,229
1938,229,170
1939,170,113
1940,137,262
1941,161,75
1942,236,74
1943,237,249
1944,50,68
1945,68,164
1946,107,107
1947,107,233
1948,162,107
1949,236,43
1950,238,236
1951,236,158
1952,45,170
1953,107,234
1954,239,142
1955,142,141
1956,263,263
1957,142,48
1958,114,231
1959,231,142
1960,142,141
1961,234,125
1962,229,263
1963,263,262
1964,262,141
1965,229,148
1966,158,148
1967,148,79
1968,237,141
1969,43,107
1970,142,68
1971,107,68
1972,142,236
1973,237,161
1974,162,161
1975,79,114
1976,114,114
1977,163,229
1978,43,236
1979,263,238
1980,239,236
1981,263,141
1982,141,262
1983,90,68
1984,68,68
1985,246,170
1986,43,113
1987,163,229
1988,229,237
1989,43,237
1990,43,262
1991,237,236
1992,236,170
1993,234,224
1994,107,151
1995,238,236
1996,125,231
1997,125,231
1998,261,125
1999,163,170
2000,170,262
2001,229,148
2002,144,249
2003,211,114
2004,114,231
2005,231,48
2006,249,107
2007,107,162
2008,68,137
2009,234,87
2010,87,262
2011,239,263
2012,262,263
2013,236,236
2014,236,79
2015,238,143
2016,143,142
2017,43,262
2018,262,140
2019,140,262
2020,239,48
2021,50,170
2022,148,144
2023,209,161
2024,141,152
2025,166,243
2026,249,148
2027,144,107
2028,234,162
2029,229,170
2030,151,166
2031,166,166
2032,151,41
2033,163,229
2034,140,263
2035,148,144
2036,148,148
2037,107,162
2038,141,239
2039,239,151
2040,151,128
2041,42,42
2042,41,143
2043,79,231
2044,144,4
2045,239,231
2046,249,209
2047,246,79
2048,79,79
2049,79,237
2050,237,263
2051,249,50
2052,48,143
2053,237,263
2054,263,116
2055,142,186
2056,231,234
2057,48,239
2058,143,142
2059,142,233
2060,142,262
2061,141,236
2062,263,224
2063,137,232
2064,246,231
2065,142,238
2066,238,42
2067,231,90
2068,246,249
2069,234,142
2070,48,233
2071,144,143
2072,236,125
2073,158,231
2074,237,263
2075,263,262
2076,236,238
2077,238,263
2078,142,170
2079,45,164
2080,231,186
2081,90,79
2082,249,75
2083,75,41
2084,41,48
2085,232,263
2086,229,234
2087,239,238
2088,238,231
2089,239,162
2090,170,143
2091,148,164
2092,164,164
2093,100,48
2094,50,161
2095,239,233
2096,137,229
2097,114,246
2098,246,50
2099,116,152
2100,166,229
2101,229,79
2102,48,87
2103,87,113
2104,148,137
2105,142,142
2106,142,116
2107,41,151
2108,158,90
2109,90,48
2110,142,237
2111,237,162
2112,237,237
2113,113,107
2114,107,164
2115,234,90
2116,90,107
2117,43,43
2118,43,229
2119,229,233
2120,107,79
2121,229,237
2122,237,151
2123,151,243
2124,234,87
2125,232,261
2126,237,236
2127,239,141
2128,238,170
2129,144,161
2130,161,246
2131,125,186
2132,236,236
2133,137,224
2134,224,249
2135,113,141
